state-name,constituency-name,candidate-name,category,party-name,total-votes,candidate-vote-share
Andhra Pradesh,Kadapa,C S N Reddy,GENERAL,NRCP,446,0.04
Andhra Pradesh,Kadapa,Anna Siva Chandra Reddy,GENERAL,AYSRCP,1422,0.12
Andhra Pradesh,Kadapa,Gona Purushottam Reddy,GENERAL,IND,1134,0.09
Andhra Pradesh,Kadapa,Jakku Chenna Krishna Reddy,GENERAL,IND,579,0.05
Andhra Pradesh,Kadapa,Nyamatulla Shaik,GENERAL,IND,759,0.06
Andhra Pradesh,Kadapa,P. S. S. Reddy,GENERAL,IND,865,0.07
Andhra Pradesh,Kadapa,R. Venu Gopal,GENERAL,IND,1748,0.14
Andhra Pradesh,Kadapa,NOTA,,NOTA,14692,1.19
Andhra Pradesh,Nellore,Adala Prabhakara Reddy,GENERAL,YSRCP,683830,53.04
Andhra Pradesh,Nellore,Chandra Rajagopal,GENERAL,CPIM,18830,1.46
Andhra Pradesh,Nellore,Chevuru Devakumar Reddy,GENERAL,INC,10021,0.78
Andhra Pradesh,Nellore,Beeda Masthan Rao,GENERAL,TDP,535259,41.52
Andhra Pradesh,Nellore,Sannapureddy Suresh Reddy,GENERAL,BJP,12513,0.97
Andhra Pradesh,Nellore,Chinni Venkateswarlu,GENERAL,PPOI,841,0.07
Andhra Pradesh,Nellore,Shaik Mahaboob Basha (Mabu),GENERAL,RPI(A),1319,0.10
Andhra Pradesh,Nellore,Kankanala Penchala Naidu,GENERAL,IND,668,0.05
Andhra Pradesh,Nellore,Narasapuram Prasad,GENERAL,IND,2399,0.19
Andhra Pradesh,Nellore,Butti Nagaraju,SC,IND,1101,0.09
Andhra Pradesh,Nellore,Meda Malla Reddy,GENERAL,IND,598,0.05
Andhra Pradesh,Nellore,Sukapalli Naveen,GENERAL,IND,1014,0.08
Andhra Pradesh,Nellore,Dr. S. Suresh Babu,GENERAL,IND,1482,0.11
Andhra Pradesh,Nellore,NOTA,,NOTA,17161,1.33
Andhra Pradesh,Tirupati ,Chintamohan,SC,INC,24039,1.83
Andhra Pradesh,Tirupati ,Doctor Daggumati Sreehari Rao,SC,BSP,20971,1.59
Andhra Pradesh,Tirupati ,Panabaka Lakshmi,SC,TDP,494501,37.56
Andhra Pradesh,Tirupati ,Balli Durga Prasad Rao,SC,YSRCP,722877,54.91
Andhra Pradesh,Tirupati ,Bommi Srihari Rao,SC,BJP,16125,1.22
Andhra Pradesh,Tirupati ,Karra Siva (Pyramid Siva),SC,PPOI,1003,0.08
Andhra Pradesh,Tirupati ,"Neeruguttu Nagesh, M.A., Philosophy",SC,JPD,913,0.07
Andhra Pradesh,Tirupati ,Bokkam. Ramesh,SC,VCK,1195,0.09
Andhra Pradesh,Tirupati ,Viruvuru Sudhakar,SC,VJNP,998,0.08
Andhra Pradesh,Tirupati ,M. Solomon,SC,ARPS,1563,0.12
Andhra Pradesh,Tirupati ,Kattamanchi Prabhakar,SC,IND,1430,0.11
Andhra Pradesh,Tirupati ,K.S. Munirathnam,SC,IND,2119,0.16
Andhra Pradesh,Tirupati ,NOTA,,NOTA,25781,1.96
Andhra Pradesh,Rajampet,P.V.MIDHUN REDDY,GENERAL,YSRCP,702211,57.27
Andhra Pradesh,Rajampet,M.SHAJAHAN BASHA (JAHA),GENERAL,INC,21150,1.72
Andhra Pradesh,Rajampet,D A SATHYA PRABHA,GENERAL,TDP,433927,35.39
Andhra Pradesh,Rajampet,ASADI. VENKATADRI,SC,RKSP,3460,0.28
Andhra Pradesh,Rajampet,KARIMULLA KHAN PATTAN,GENERAL,NavaP,1135,0.09
Andhra Pradesh,Rajampet,KHADER VALI SHAIK,GENERAL,IUML,1557,0.13
Andhra Pradesh,Rajampet,SYED MUKARRAM,GENERAL,JnP,33986,2.77
Andhra Pradesh,Rajampet,NARESH KUMAR POOJALA,GENERAL,IND,1768,0.14
Andhra Pradesh,Rajampet,PASUPULETI VENKATARAMANA ROYAL,GENERAL,IND,3821,0.31
Andhra Pradesh,Rajampet,NOTA,,NOTA,21339,1.74
Andhra Pradesh,Chittoor ,CHEEMALA. RANGAPPA,SC,INC,24643,1.87
Andhra Pradesh,Chittoor ,JAYARAM DUGGANI,SC,BJP,10496,0.80
Andhra Pradesh,Chittoor ,NARAMALLI SIVA PRASAD,SC,TDP,549521,41.64
Andhra Pradesh,Chittoor ,C. PUNYAMURTHY,SC,BSP,20062,1.52
Andhra Pradesh,Chittoor ,N. REDDEPPA,SC,YSRCP,686792,52.04
Andhra Pradesh,Chittoor ,PALLIPATTU. ABHINAV VISHNU,SC,MPP,3445,0.26
Andhra Pradesh,Chittoor ,P. RAMACHANDRAN,SC,IND,1863,0.14
Andhra Pradesh,Chittoor ,A. HEMANTH,SC,IND,2094,0.16
Andhra Pradesh,Chittoor ,NOTA,,NOTA,20556,1.56
Arunachal Pradesh,ARUNACHAL WEST,KIREN RIJIJU,ST,BJP,225796,62.02
Arunachal Pradesh,ARUNACHAL WEST,NABAM TUKI,ST,INC,50953,14.00
Arunachal Pradesh,ARUNACHAL WEST,SUBU KECHI,ST,PPA,4766,1.31
Arunachal Pradesh,ARUNACHAL WEST,JARJUM ETE,ST,JD(S),43920,12.06
Arunachal Pradesh,ARUNACHAL WEST,JOMIN NYOKIR KARA,ST,AIFB,1921,0.53
Arunachal Pradesh,ARUNACHAL WEST,KHYODA APIK,ST,NPEP,27119,7.45
Arunachal Pradesh,ARUNACHAL WEST,RUMAK JOMOH,ST,IND,1946,0.53
Arunachal Pradesh,ARUNACHAL WEST,NOTA,,NOTA,1889,0.52
Arunachal Pradesh,ARUNACHAL EAST,Lowangcha Wanglat,ST,INC,83935,28.38
Arunachal Pradesh,ARUNACHAL EAST,Mongol Yomso,ST,PPA,22937,7.76
Arunachal Pradesh,ARUNACHAL EAST,Tapir Gao,ST,BJP,153883,52.04
Arunachal Pradesh,ARUNACHAL EAST,Bandey Mili,ST,JD(S),15958,5.40
Arunachal Pradesh,ARUNACHAL EAST,C. C. Singpho,ST,IND,11493,3.89
Arunachal Pradesh,ARUNACHAL EAST,NOTA,,NOTA,5575,1.89
Assam,Karimganj ,KRIPANATH MALLAH,SC,BJP,473046,44.58
Assam,Karimganj ,CHANDAN DAS,SC,AITC,4870,0.46
Assam,Karimganj ,RADHESHYAM BISWAS,SC,AIUDF,434657,40.96
Assam,Karimganj ,SWARUP DAS,SC,INC,120452,11.35
Assam,Karimganj ,AJOY KUMAR SARKAR,SC,AIFB,1538,0.14
Assam,Karimganj ,NIKHIL RANJAN DAS,SC,HND,2519,0.24
Assam,Karimganj ,PROBASH CHANDRA SARKAR,SC,SUCI(C),1166,0.11
Assam,Karimganj ,ANUPAM SINGHA,SC,IND,1069,0.10
Assam,Karimganj ,PARIKSHIT ROY,SC,IND,2765,0.26
Assam,Karimganj ,RABINDRA CHANDRA DAS,SC,IND,1719,0.16
Assam,Karimganj ,RAJU DAS,SC,IND,2111,0.20
Assam,Karimganj ,RAMNARAYAN SUKLABAIDYA,SC,IND,1795,0.17
Assam,Karimganj ,SATYAJIT DAS,SC,IND,2988,0.28
Assam,Karimganj ,HARILAL RABIDAS,SC,IND,2822,0.27
Assam,Karimganj ,NOTA,,NOTA,6555,0.62
Assam,Silchar,RAJDEEP ROY,GENERAL,BJP,499414,52.53
Assam,Silchar,SUSHMITA DEV,GENERAL,INC,417818,43.95
Assam,Silchar,HITABRATA ROY,GENERAL,AITC,3514,0.37
Assam,Silchar,NAZIA YASMIN MAZUMDAR,GENERAL,NPEP,5693,0.60
Assam,Silchar,Badrul Islam Barbhuiya,GENERAL,AIFB,840,0.09
Assam,Silchar,Shyam Deo Kurmi,GENERAL,SUCI(C),1095,0.12
Assam,Silchar,Ashitava Dutta,GENERAL,IND,813,0.09
Assam,Silchar,Ashutosh Bhattacharjee,GENERAL,IND,1507,0.16
Assam,Silchar,Nazmul Haque Laskar,GENERAL,IND,1820,0.19
Assam,Silchar,Puran Lal Goala,GENERAL,IND,1460,0.15
Assam,Silchar,Mohendra Chandra Das,SC,IND,1655,0.17
Assam,Silchar,Shuvadip Datta,GENERAL,IND,1535,0.16
Assam,Silchar,Sabindra Das,SC,IND,3985,0.42
Assam,Silchar,NOTA,,NOTA,8547,0.90
Assam,Autonomous District,BIREN SINGH ENGTI,ST,INC,141690,22.93
Assam,Autonomous District,HOREN SING BEY,ST,BJP,381316,61.72
Assam,Autonomous District,LIENKHOCHON,ST,NPEP,10037,1.62
Assam,Autonomous District,HOLIRAM TERANG,ST,ASDC,36915,5.97
Assam,Autonomous District,JONES INGTI KATHAR,ST,IND,39583,6.41
Assam,Autonomous District,NOTA,,NOTA,8194,1.33
Assam,Dhubri,ABU TAHER BEPARI,GENERAL,INC,492506,29.23
Assam,Dhubri,ZABED ISLAM,GENERAL,AGP,399733,23.72
Assam,Dhubri,NURUL ISLAM CHOUDHURY,GENERAL,AITC,12895,0.77
Assam,Dhubri,BADRUDDIN AJMAL,GENERAL,AIUDF,718764,42.66
Assam,Dhubri,ALAKESH ROY,GENERAL,HND,7780,0.46
Assam,Dhubri,SURAT JAMAN MONDAL,GENERAL,SUCI(C),4325,0.26
Assam,Dhubri,ZOHIRUL ISLAM KHAN,GENERAL,PUJP,2859,0.17
Assam,Dhubri,NRIPEN DAS,SC,BNJD,2072,0.12
Assam,Dhubri,MEHBUBAR RAHMAN,GENERAL,RPI(A),4250,0.25
Assam,Dhubri,SHAJAHAN SHEIKH,GENERAL,VPI,5628,0.33
Assam,Dhubri,ANAMIKA SARKAR,GENERAL,IND,5589,0.33
Assam,Dhubri,UTTAM KUMAR RAY,GENERAL,IND,3321,0.20
Assam,Dhubri,MIR HUSSAIN SARKAR,GENERAL,IND,4138,0.25
Assam,Dhubri,RUKUNUR ZAMAN,GENERAL,IND,4393,0.26
Assam,Dhubri,SHUKUR ALI,GENERAL,IND,7774,0.46
Assam,Dhubri,NOTA,,NOTA,8978,0.53
Assam,Kokrajhar,Pramila Rani Brahma,ST,BOPF,446774,30.19
Assam,Kokrajhar,Biraj Deka,ST,CPIM,28128,1.90
Assam,Kokrajhar,Sabda Ram Rabha,ST,INC,147118,9.94
Assam,Kokrajhar,Urkhao Gwra Brahma,ST,UPPL,312435,21.11
Assam,Kokrajhar,Charan Iswary,ST,PUJP,9827,0.66
Assam,Kokrajhar,Rajesh Narzary,ST,VPI,13908,0.94
Assam,Kokrajhar,Naba Kumar Sarania,ST,IND,484560,32.75
Assam,Kokrajhar,Prasanjit Kumar Das,ST,IND,9959,0.67
Assam,Kokrajhar,Ranjoy Kr. Brahma,ST,IND,10788,0.73
Assam,Kokrajhar,NOTA,,NOTA,15988,1.08
Assam,Barpeta,Abdul Khaleque,GENERAL,INC,645173,44.23
Assam,Barpeta,Ashahak Ali Dewan,GENERAL,AITC,20466,1.40
Assam,Barpeta,Kumar Deepak Das,GENERAL,AGP,504866,34.61
Assam,Barpeta,Rafiqul Islam,GENERAL,AIUDF,248667,17.05
Assam,Barpeta,Aroon Barooa,GENERAL,PUJP,3618,0.25
Assam,Barpeta,Chitralekha Das,GENERAL,SUCI(C),2382,0.16
Assam,Barpeta,Saniara Parbin,GENERAL,VPI,3437,0.24
Assam,Barpeta,Pranabjyoti Das Rajbonshi,GENERAL,NPEP,2462,0.17
Assam,Barpeta,Bhadreswar Barman,GENERAL,NRCong,2214,0.15
Assam,Barpeta,Matiar Rahman,GENERAL,TNRMPI,3973,0.27
Assam,Barpeta,Rejaul Karim,GENERAL,RPI(A),3350,0.23
Assam,Barpeta,Santanu Mukherjee,GENERAL,BGanP,5408,0.37
Assam,Barpeta,Arfan Ali,GENERAL,IND,2799,0.19
Assam,Barpeta,NOTA,,NOTA,9734,0.67
Assam,Gauhati,QUEEN OJA,GENERAL,BJP,1008936,57.20
Assam,Gauhati,BOBBEETA SHARMA,GENERAL,INC,663330,37.60
Assam,Gauhati,MANOJ SHARMA,GENERAL,AITC,10141,0.57
Assam,Gauhati,AVIJIT CHAKRABORTY,GENERAL,BGanP,2351,0.13
Assam,Gauhati,SADEK ALI,GENERAL,RPI(A),3650,0.21
Assam,Gauhati,PANKAJ DAS,GENERAL,SwaBP,4110,0.23
Assam,Gauhati,PARTHA PRATIM BARUAH,GENERAL,VPI,2590,0.15
Assam,Gauhati,MAMONI SARMA,GENERAL,PUJP,2456,0.14
Assam,Gauhati,RAJIB KAKATI,GENERAL,HND,2122,0.12
Assam,Gauhati,RATUL KUMAR CHOUDHURY,GENERAL,SP,2383,0.14
Assam,Gauhati,RUBI NEOG,GENERAL,NRCong,2064,0.12
Assam,Gauhati,ALIMUDDIN AHMED,GENERAL,IND,2836,0.16
Assam,Gauhati,UPAMANYU HAZARIKA,GENERAL,IND,21193,1.20
Assam,Gauhati,UTPAL BORGOHAIN,GENERAL,IND,2753,0.16
Assam,Gauhati,JUNMONI DEVI KHAUND,GENERAL,IND,5483,0.31
Assam,Gauhati,FARUK AHMED BHUYAN,GENERAL,IND,9044,0.51
Assam,Gauhati,SHANKHA SINHA,GENERAL,IND,7849,0.44
Assam,Gauhati,NOTA,,NOTA,10466,0.59
Assam,Mangaldoi,DILIP SAIKIA,GENERAL,BJP,735469,48.82
Assam,Mangaldoi,BHUBANESWAR KALITA,GENERAL,INC,596924,39.63
Assam,Mangaldoi,SUDHENDU MOHAN TALUKDAR,GENERAL,AITC,10640,0.71
Assam,Mangaldoi,AINUL HAQUE,GENERAL,AJM,4249,0.28
Assam,Mangaldoi,GANDHESHWAR MOCHAHARI,ST,VPI,11245,0.75
Assam,Mangaldoi,BIREN BASAK,GENERAL,BGanP,2524,0.17
Assam,Mangaldoi,MANI RAM BASUMATARY,ST,HND,3898,0.26
Assam,Mangaldoi,SWARNALATA CHALIHA,GENERAL,SUCI(C),3829,0.25
Assam,Mangaldoi,KAZI NEKIB AHMED,GENERAL,IND,7135,0.47
Assam,Mangaldoi,JAYANTA KUMAR KALITA,GENERAL,IND,7806,0.52
Assam,Mangaldoi,PRODEEP KUMAR DAIMARY,ST,IND,103870,6.90
Assam,Mangaldoi,NOTA,,NOTA,18518,1.23
Assam,Tezpur,PALLAB LOCHAN DAS,GENERAL,BJP,684166,57.40
Assam,Tezpur,M.G.V.K. BHANU,GENERAL,INC,441325,37.03
Assam,Tezpur,MAHENDRA BHUYAN,GENERAL,NCP,6483,0.54
Assam,Tezpur,MAHENDRA ORANG,GENERAL,VPI,7966,0.67
Assam,Tezpur,RAM BAHADUR SUNAR,GENERAL,NPEP,5880,0.49
Assam,Tezpur,ZIABUR RAHMAN KHAN,GENERAL,IND,5104,0.43
Assam,Tezpur,BIJOY KUMAR TIRU,GENERAL,IND,23646,1.98
Assam,Tezpur,NOTA,,NOTA,15626,1.31
Assam,Nowgong,Pradyut Bordoloi,GENERAL,INC,739724,49.53
Assam,Nowgong,Sri Rupak Sharma,GENERAL,BJP,722972,48.40
Assam,Nowgong,Sahadeb Das,SC,AITC,5875,0.39
Assam,Nowgong,Azgor Ali,GENERAL,PUJP,3655,0.24
Assam,Nowgong,Saiful Islam Choudhury,GENERAL,AJM,3421,0.23
Assam,Nowgong,Sukanta Mazumdar,SC,BGanP,2756,0.18
Assam,Nowgong,Zakir Hussain,GENERAL,IND,4315,0.29
Assam,Nowgong,NOTA,,NOTA,10757,0.72
Assam,Kaliabor,Gaurav Gogoi,GENERAL,INC,786092,55.17
Assam,Kaliabor,Moni Madhab Mahanta,GENERAL,AGP,576098,40.43
Assam,Kaliabor,Abdul Aziz,GENERAL,NPEP,9903,0.70
Assam,Kaliabor,Shree Diganta Kumar Saikia,GENERAL,HND,5712,0.40
Assam,Kaliabor,Md. Hariqul Islam Bhuyan,GENERAL,AJM,5270,0.37
Assam,Kaliabor,Sri Jiten Gogoi,GENERAL,IND,18344,1.29
Assam,Kaliabor,Sri Bhaskar Sarmah,GENERAL,IND,7355,0.52
Assam,Kaliabor,NOTA,,NOTA,15913,1.12
Assam,Jorhat,KANAK GOGOI,GENERAL,CPI,17849,1.69
Assam,Jorhat,TOPON KUMAR GOGOI,GENERAL,BJP,543288,51.31
Assam,Jorhat,RIBULAYA GOGOI,GENERAL,AITC,6121,0.58
Assam,Jorhat,SUSHANTA BORGOHAIN,GENERAL,INC,460635,43.50
Assam,Jorhat,KAMALA RAJ KONWAR,GENERAL,NPEP,4996,0.47
Assam,Jorhat,RAJ KUMAR DUWARA,GENERAL,AIFB,3438,0.32
Assam,Jorhat,ARBIN KUMAR BORUAH,GENERAL,IND,3588,0.34
Assam,Jorhat,NANDITA NAG,GENERAL,IND,5481,0.52
Assam,Jorhat,NOTA,,NOTA,12569,1.19
Assam,Dibrugarh,PABAN SINGH GHATOWAR,GENERAL,INC,295017,29.04
Assam,Dibrugarh,RAMESWAR TELI,GENERAL,BJP,659583,64.92
Assam,Dibrugarh,DR. TITUS BHENGRA,GENERAL,BMUP,6933,0.68
Assam,Dibrugarh,BHABEN BARUAH,GENERAL,NPEP,9718,0.96
Assam,Dibrugarh,APURBA SAIKIA,GENERAL,IND,3811,0.38
Assam,Dibrugarh,ISRAIL NANDA,GENERAL,IND,5687,0.56
Assam,Dibrugarh,NURUL HUDA IMDADUL ISLAM SAIKIA,GENERAL,IND,5599,0.55
Assam,Dibrugarh,RUBUL BURAGOHAIN,GENERAL,IND,8112,0.80
Assam,Dibrugarh,NOTA,,NOTA,21288,2.10
Assam,Lakhimpur,ANIL BORGOHAIN,GENERAL,INC,425855,33.17
Assam,Lakhimpur,R.Anbuchezhian,SC,NCP,4527,0.35
Assam,Lakhimpur,AMIYA KUMAR HANDIQUE,GENERAL,CPIM,12809,1.00
Assam,Lakhimpur,ARUP KALITA,GENERAL,CPI,13378,1.04
Assam,Lakhimpur,PRADAN BARUAH,ST,BJP,776406,60.47
Assam,Lakhimpur,UBAIDUR RAHMAN,GENERAL,AJM,8738,0.68
Assam,Lakhimpur,DILIP MORAN,GENERAL,ADRP,8285,0.65
Assam,Lakhimpur,BHUPEN NARAH,ST,VPI,5581,0.43
Assam,Lakhimpur,HEM KANTA MIRI,ST,SUCI(C),4034,0.31
Assam,Lakhimpur,AMBAZ UDDIN,GENERAL,IND,3890,0.30
Assam,Lakhimpur,PROBHU LAL VAISNAVA,GENERAL,IND,4866,0.38
Assam,Lakhimpur,NOTA,,NOTA,15220,1.19
Bihar,Valmiki Nagar,DEEPAK YADAV,GENERAL,BSP,62963,6.10
Bihar,Valmiki Nagar,BAIDYANATH PRASAD MAHTO,GENERAL,JD(U),602660,58.38
Bihar,Valmiki Nagar,SHASHWAT KEDAR,GENERAL,INC,248044,24.03
Bihar,Valmiki Nagar,DURGESH SINGH CHAUHAN,GENERAL,BLND,7917,0.77
Bihar,Valmiki Nagar,BHOLA RAY,GENERAL,SBSP,7871,0.76
Bihar,Valmiki Nagar,MANOJ KUMAR,GENERAL,JKiP,4175,0.40
Bihar,Valmiki Nagar,RAKESH KEWAT,GENERAL,RAHIS,12811,1.24
Bihar,Valmiki Nagar,RAJESH KUSHWAHA,GENERAL,RSJVP,4583,0.44
Bihar,Valmiki Nagar,SHIV KUMAR CHAUDHARY,GENERAL,BBC,4825,0.47
Bihar,Valmiki Nagar,SUSHMA DEVI,GENERAL,SHS,11933,1.16
Bihar,Valmiki Nagar,MUNNA SINGH,GENERAL,IND,6136,0.59
Bihar,Valmiki Nagar,RAMESH PRASAD,GENERAL,IND,8964,0.87
Bihar,Valmiki Nagar,SURESH SAH,GENERAL,IND,14870,1.44
Bihar,Valmiki Nagar,NOTA,,NOTA,34338,3.33
Bihar,Paschim Champaran,BRIJESH KUMAR KUSHWAHA,GENERAL,BLSP,309800,30.57
Bihar,Paschim Champaran,RAKESH KUMAR,GENERAL,BSP,11427,1.13
Bihar,Paschim Champaran,DR. SANJAY JAISWAL,GENERAL,BJP,603706,59.57
Bihar,Paschim Champaran,BIPIN NATH TIWARI ALIAS BIPIN TIWARI,GENERAL,LAJSP,9868,0.97
Bihar,Paschim Champaran,AJAY KUMAR SINHA,GENERAL,IND,3224,0.32
Bihar,Paschim Champaran,NAFISH AHMAD,GENERAL,IND,5497,0.54
Bihar,Paschim Champaran,RATAN KUMAR SARKAR,GENERAL,IND,4230,0.42
Bihar,Paschim Champaran,VIKAS KUMAR PRASAD,GENERAL,IND,8684,0.86
Bihar,Paschim Champaran,SANJAY KUMAR PATEL,GENERAL,IND,10801,1.07
Bihar,Paschim Champaran,NOTA,,NOTA,45699,4.51
Bihar,Purvi Champaran,AAKASH KUMAR SINGH,GENERAL,BLSP,284139,28.41
Bihar,Purvi Champaran,Prabhakar Jaiswal,GENERAL,CPI,10274,1.03
Bihar,Purvi Champaran,RADHA MOHAN SINGH,GENERAL,BJP,577787,57.77
Bihar,Purvi Champaran,Dinesh Sahani,GENERAL,RMGP,9311,0.93
Bihar,Purvi Champaran,Devendra Singh,GENERAL,RSJVP,1914,0.19
Bihar,Purvi Champaran,Parasnath Pandey,GENERAL,JPS,1793,0.18
Bihar,Purvi Champaran,Parasnath Ram,SC,JP,1812,0.18
Bihar,Purvi Champaran,Randhir Kumar Tiwari,GENERAL,ASDHP,1406,0.14
Bihar,Purvi Champaran,Rajiv Ranjan,GENERAL,JDR,1624,0.16
Bihar,Purvi Champaran,Ramchandra Sah,GENERAL,RJBP,6402,0.64
Bihar,Purvi Champaran,Vinay Kumar Sriwastava,GENERAL,RSPSR,2343,0.23
Bihar,Purvi Champaran,Shatrughna Tiwari,GENERAL,BJKVP,4704,0.47
Bihar,Purvi Champaran,Shekh Seraj,GENERAL,AKBHAD,4378,0.44
Bihar,Purvi Champaran,Shobha Devi,GENERAL,SSD,14027,1.40
Bihar,Purvi Champaran,Sachin Paswan,SC,RAHIS,12080,1.21
Bihar,Purvi Champaran,Satyam Yadav,GENERAL,BNDl,17741,1.77
Bihar,Purvi Champaran,Md. Ajmer Alam,GENERAL,IND,6051,0.61
Bihar,Purvi Champaran,Aniket Ranjan,GENERAL,IND,2058,0.21
Bihar,Purvi Champaran,Pradeep Singh,GENERAL,IND,6884,0.69
Bihar,Purvi Champaran,Manoj Tiwari,GENERAL,IND,1840,0.18
Bihar,Purvi Champaran,Muneshwar Tiwari,GENERAL,IND,2767,0.28
Bihar,Purvi Champaran,Shakti Kumar,GENERAL,IND,5359,0.54
Bihar,Purvi Champaran,NOTA,,NOTA,22706,2.27
Bihar,Sheohar,Mukesh Kumar Jha,GENERAL,BSP,12470,1.24
Bihar,Sheohar,RAMA DEVI,GENERAL,BJP,608678,60.57
Bihar,Sheohar,Shamim Alam,GENERAL,NCP,13269,1.32
Bihar,Sheohar,SYED FAISAL ALI,GENERAL,RJD,268318,26.70
Bihar,Sheohar,Anil Kumar,GENERAL,JANADIP,5779,0.58
Bihar,Sheohar,Anand Kumar Maurya,GENERAL,BJAZP,1814,0.18
Bihar,Sheohar,UPENDRA SAHANI,GENERAL,RJBP,7281,0.72
Bihar,Sheohar,Jagdish Prasad,GENERAL,BJKVP,4563,0.45
Bihar,Sheohar,Devendra Prasad Singh,GENERAL,AIFB,2640,0.26
Bihar,Sheohar,Nabi Hussain,GENERAL,BHAPRAP,1992,0.20
Bihar,Sheohar,PRABHU NARAYAN,GENERAL,SHS,2499,0.25
Bihar,Sheohar,SHYAM KUMAR,SC,RAHIS,5066,0.50
Bihar,Sheohar,Anil Kumar Tiwari,GENERAL,IND,10679,1.06
Bihar,Sheohar,Abul Kalam Khan,GENERAL,IND,6084,0.61
Bihar,Sheohar,Kedar Nath Prasad,GENERAL,IND,18426,1.83
Bihar,Sheohar,Raj Kumar Parsad,GENERAL,IND,13704,1.36
Bihar,Sheohar,Ram Dayal Prasad,GENERAL,IND,3142,0.31
Bihar,Sheohar,Vijay Nandan Paswan,SC,IND,11138,1.11
Bihar,Sheohar,NOTA,,NOTA,7017,0.70
Bihar,Sitamarhi,Arjun Ray,GENERAL,RJD,317206,30.51
Bihar,Sitamarhi,Jasem Ahamad,GENERAL,BSP,7112,0.68
Bihar,Sitamarhi,Sunil Kumar Pintu,GENERAL,JD(U),567745,54.61
Bihar,Sitamarhi,Braj Kishor,GENERAL,AIFB,6307,0.61
Bihar,Sitamarhi,Mohan Sah,GENERAL,KPOI,3064,0.29
Bihar,Sitamarhi,Raghunath Kumar,GENERAL,AAAP,9009,0.87
Bihar,Sitamarhi,Ravindra Kumar Chandra urf Dr. Raja Babu,SC,BMtrP,2475,0.24
Bihar,Sitamarhi,Raj Kishore Prasad,GENERAL,PBI,5965,0.57
Bihar,Sitamarhi,Surendra Kumar,GENERAL,BJKVP,4240,0.41
Bihar,Sitamarhi,Amit Chaudhary urf Madhav Chaudhary,GENERAL,IND,9837,0.95
Bihar,Sitamarhi,Chandrika Prasad,GENERAL,IND,2663,0.26
Bihar,Sitamarhi,Dr. Junaid Khan,GENERAL,IND,3298,0.32
Bihar,Sitamarhi,Thakur Chandan Kumar Singh,GENERAL,IND,7287,0.70
Bihar,Sitamarhi,Dharmendra Kumar,GENERAL,IND,20487,1.97
Bihar,Sitamarhi,Nand Kishore Gupta,GENERAL,IND,6588,0.63
Bihar,Sitamarhi,Mahesh Nandan Singh,GENERAL,IND,17270,1.66
Bihar,Sitamarhi,Ramesh Kumar Mishra,GENERAL,IND,11056,1.06
Bihar,Sitamarhi,Lalbabu Paswan,SC,IND,5192,0.50
Bihar,Sitamarhi,Vinod Sah,GENERAL,IND,17724,1.70
Bihar,Sitamarhi,Shashi Kumar Singh,GENERAL,IND,4006,0.39
Bihar,Sitamarhi,NOTA,,NOTA,10318,0.99
Bihar,Madhubani,ASHOK KUMAR YADAV,GENERAL,BJP,595843,61.76
Bihar,Madhubani,ANAND KUMAR JHA,GENERAL,AKBMP,10127,1.05
Bihar,Madhubani,MD. KHALIQUE ANSARI,GENERAL,PSPL,2726,0.28
Bihar,Madhubani,DHANESHWAR MAHTO,GENERAL,BMtrP,6322,0.66
Bihar,Madhubani,BADRI KUMAR PURBEY,GENERAL,VSIP,140903,14.61
Bihar,Madhubani,RANJIT KUMAR,SC,BMUP,4524,0.47
Bihar,Madhubani,RAM SWARUP BHARTI,SC,VPI,2819,0.29
Bihar,Madhubani,REKHA RANJAN YADAV,GENERAL,RPI(A),4566,0.47
Bihar,Madhubani,SATISH CHANDRA JHA,GENERAL,PUJP,5074,0.53
Bihar,Madhubani,SUBHASH CHANDRA JHA,GENERAL,RJBP,5677,0.59
Bihar,Madhubani,ANIL KUMAR SAH,GENERAL,IND,4528,0.47
Bihar,Madhubani,ABUBAKAR RAHMANI,GENERAL,IND,12492,1.29
Bihar,Madhubani,ABHIJIT KUMAR SINGH,GENERAL,IND,4069,0.42
Bihar,Madhubani,RAJU KUMAR RAJ,GENERAL,IND,5695,0.59
Bihar,Madhubani,VIDYA SAGAR MANDAL,GENERAL,IND,6936,0.72
Bihar,Madhubani,DR. SHAKEEL AHMAD,GENERAL,IND,131530,13.63
Bihar,Madhubani,HEMA JHA,GENERAL,IND,14254,1.48
Bihar,Madhubani,NOTA,,NOTA,5623,0.58
Bihar,Jhanjharpur,GULAB YADAV,GENERAL,RJD,279440,26.30
Bihar,Jhanjharpur,Raj Kumar Singh,GENERAL,BSP,9066,0.85
Bihar,Jhanjharpur,Ramprit Mandal,GENERAL,JD(U),602391,56.70
Bihar,Jhanjharpur,Ganga Prasad Yadav,GENERAL,PPID,8900,0.84
Bihar,Jhanjharpur,Chhedi Ram,SC,BMtrP,3940,0.37
Bihar,Jhanjharpur,Devendra Prasad Yadav,GENERAL,SJDD,25630,2.41
Bihar,Jhanjharpur,Prabhat Prasad,GENERAL,SBSP,8429,0.79
Bihar,Jhanjharpur,Ratneshwar Jha,GENERAL,AMiP,3548,0.33
Bihar,Jhanjharpur,Ramanand Thakur,GENERAL,SHS,4446,0.42
Bihar,Jhanjharpur,Ramesh kumar Kamat,GENERAL,AAM,4792,0.45
